CASEID,recid,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,mar_110,mar_133,mar_134,mar_135,mar_137,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,sfc_01,sfc_02,sfc_03,sfc_04gr,sfc_05,sfc_06,sfc_07,sfc_08,sfc_09,smg_01,smg_02,ttlincg2,famincg2
10734,10734,96, 2,96,2, 1,11, 3,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 4,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,3
10735,10735,96, 2,96,3, 1,96,96,2,4,6,0,2,2,2,1,3,1,7, 6,2,1, 4,2,1,2,0,0,0,0,0,0,0,1,0,0,0,6,4,1, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,1,2,3,6,6, 5,6, 5, 5, 6,3, 7,1,1
10736,10736,96,96,96,5, 7, 5, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 8,2,1,6,96,2,6,6,6,6,2,2,6,6,6,6,96,6,96,96,96,2, 5,5,6
10737,10737,96,96,96,6, 7,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,1
10738,10738,96,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,4,5,3,2,2,2,6,6, 4,6, 3, 3, 5,5, 1,4,4
10739,10739, 2,96,96,6, 7, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,3,3,3,2,3,5,6,6, 2,3, 5, 4, 6,4, 7,3,4
10740,10740,96,96,96,4, 5, 6, 4,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 8,2,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,4, 5,5,6
10741,10741,96,96,96,3, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,2,2,1,1,4,6,6, 5,6, 5, 4, 6,2, 2,4,4
10742,10742,96,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,1,7, 9,2,1, 4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,2,2,1,2,5,6,6, 1,2, 5, 4, 5,2, 2,1,4
10743,10743,96, 6,96,4, 3, 9, 4,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,1,1,2,2,2,4,6,6, 2,1, 4, 4, 4,4, 5,6,6
10744,10744,96,96,96,6, 7,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 5,2,4
10745,10745,96,96,96,7, 8, 7, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 7,1,6
10746,10746,96,96,96,3, 5, 9, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,3,3,3,2,4,6,1,4, 4,6, 3, 5, 5,4, 7,4,6
10747,10747,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,2,1,6,6,4, 3,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2,97,3,3
10748,10748,96,96,96,2, 3, 5, 1,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,1,2,2,1,3,3,6,6, 4,6, 5, 5, 6,2, 1,3,3
10749,10749,96,96,96,1, 3,96,96,1,6,6,0,0,0,0,2,1,0,1, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 4,1,6,2,96,1,2,3,4,3,2,2,3,3,6,6, 5,6, 5, 5, 6,2, 1,2,2
10750,10750,96,96,96,5, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,1,1,6,3, 8,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,3,3
10751,10751,96, 6,96,6, 3, 4, 5,1,1,2,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,3,6
10752,10752,96,96,96,7, 9,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
10753,10753,96,96,96,6, 8,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 2,2,2
10754,10754,96,96,96,6, 6,96,96,1,1,6,0,0,0,0,2,1,0,5,11,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,2,4
10755,10755,96,96, 3,1, 2,96,96,2,6,6,0,1,0,0,2,1,2,2, 8,1,1, 1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2, 3,1,6,6,6,2, 8,1,6,2,96,2,6,6,2,2,3,2,1,3,6,6, 3,6, 5, 5, 5,3, 4,1,6
10756,10756,96, 1,96,2, 1,96,96,2,6,6,0,2,2,2,1,5,0,5, 6,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,1,4,2,2, 3,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,3
10757,10757,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,4, 1,2,2
10758,10758,96,96,96,6, 7,12, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,5
10759,10759,96, 2,96,4, 1, 8, 4,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,4, 4,1,6,2,96,2,6,6,2,2,3,2,3,4,6,6, 4,6, 4, 4, 4,3, 5,6,6
10760,10760, 3,96,96,6, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 9,1,6,6,6,1, 4,7,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 1,1,1
10761,10761, 3, 4,96,4, 2,14, 4,2,1,1,1,0,2,0,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2, 1,1,6,6,6,3, 2,6,6,2,96,2,6,6,2,2,2,1,2,5,6,6, 5,6, 3, 5, 5,3, 5,2,6
10762,10762,96,96,96,4, 5, 5, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,3
10763,10763,96,96,96,2, 3,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,1,2,1,1,2,3,3,2,3,6,6, 4,6, 5, 5, 6,3, 2,2,2
10764,10764,96,96, 3,1, 3,96,96,1,6,6,0,0,0,0,2,1,2,2, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,2,96,1,5,3,3,4,2,2,3,5,6,6, 4,6, 4, 5, 6,2, 1,1,6
10765,10765, 3,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,2, 8,1,6,2,96,2,6,6,2,2,1,1,1,3,6,6, 3,6, 5, 5, 5,2, 2,2,2
10766,10766,96,96,96,7,10,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,1
10767,10767, 3, 3,96,4, 2,14, 5,2,1,1,1,2,3,2,1,6,0,5, 3,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,5,3,2, 1,1,6,6,6,1, 1,6,6,2,96,2,6,6,4,1,1,1,2,5,6,6, 6,6, 5, 5, 5,3, 3,2,3
10768,10768,96,96,96,5, 7,13, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,3
10769,10769,96,96,96,6, 7, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,2,3
10770,10770,96,96,96,5, 7, 8, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,3,3,3,3,4,6,2,6, 5,6, 5, 5, 5,3, 5,3,5
10771,10771,96,96,96,1, 3,96,96,1,6,6,0,0,0,0,2,1,0,1,10,2,2,96,2,2,0,0,2,0,0,0,2,2,2,0,0,0,5,4,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,1,1,1,2,3,6,6, 5,6, 5, 5, 5,1,96,1,2
10772,10772,96, 1,96,2, 1,13, 2,2,2,1,2,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 4,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 2,2,4
10773,10773,96,96,96,6, 8,12, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 7,3,6
10774,10774,96,96,96,6, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
10775,10775,96, 3,96,3, 2,12, 3,2,1,1,1,1,2,1,1,4,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,3,2, 1,2,2,6,6,4, 9,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 5,1,6
10776,10776, 3, 2,96,3, 1, 8, 3,1,1,2,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,4,2,4,1,4,6,2,6, 5,6, 4, 5, 4,4, 2,2,3
10777,10777, 4,96,96,7, 8,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,2
10778,10778,96,96,96,4, 6,11, 5,2,1,1,1,0,0,0,2,1,1,7, 5,2,1, 6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,4, 9,6,2,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,2, 5,3,5
10779,10779, 2,96,96,6, 8,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,1
10780,10780,96,96,96,4, 5,96,96,1,6,6,0,0,0,0,2,1,1,7, 9,2,1, 5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,3
10781,10781,96,96,96,3, 4, 7, 3,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,5,6,6, 1,1, 1, 1, 1,3, 4,4,6
10782,10782,96, 6,96,6, 4,11, 6,1,1,2,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 6,2,1,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,2,4
10783,10783,96,96,96,5, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,1,6,6,6,1, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
10784,10784, 7,96,96,7, 8, 1, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,1
10785,10785,96, 1,96,2, 1, 3, 2,1,2,2,2,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 8,1,6,3,96,2,6,6,1,3,3,3,3,3,6,6, 5,6, 3, 3, 2,3, 1,2,4
10786,10786,96,96,96,4, 5,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 9,6,6,1,96,2,6,6,2,3,1,1,2,3,6,6, 5,6, 4, 5, 6,4, 1,5,5
10787,10787,96, 2,96,3, 1,96,96,2,4,6,0,2,2,2,1,3,0,5, 6,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,4,2,2,3,3,5,6,6, 5,6, 5, 5, 5,4, 5,2,2
10788,10788,96,96,96,7, 8,96,96,2,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,3,3
10789,10789,96,96,96,7, 9, 3, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,2
10790,10790,96, 1,96,3, 1, 5, 3,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,3,2,1,1,3,6,6, 4,6, 4, 4, 5,3, 5,3,6
10791,10791,96,96,96,2, 4,11, 3,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 3,6,6,2,96,1,5,2,5,5,2,2,2,4,6,6, 5,6, 3, 4, 4,3, 7,5,6
10792,10792, 4,96,96,6, 8, 7, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,7,97,1,2
10793,10793, 6,96,96,6, 7,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,1, 1,6,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,3, 1,3,3
10794,10794, 4, 4,96,4, 2, 8, 4,1,1,2,1,0,2,0,1,4,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,1,4,6,6, 3,6, 3, 3, 3,3, 1,4,6
10795,10795,96, 1,96,3, 1, 9, 3,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 7,1,6,6,6,1, 7,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,4
10796,10796,96,96,96,5, 6,14, 6,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,3
10797,10797,96,96,96,5, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,2, 1,6,6,1,96,2,6,6,2,2,2,2,1,3,6,6, 4,6, 5, 5, 5,3, 3,3,5
10798,10798, 1,96,96,1, 3,96,96,1,6,6,0,0,0,0,2,1,0,1,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2, 1,1,6,6,6,2, 1,6,6,2,96,1,1,2,2,2,2,2,3,3,6,6, 4,6, 4, 4, 6,1,96,1,1
10799,10799,96, 1,96,3, 1, 8, 3,2,1,1,3,2,2,2,1,2,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,1,3,2,2,1,4,6,6, 3,6, 5, 3, 5,4, 5,4,6
10800,10800,96,96,96,5, 6,13, 6,2,1,1,1,0,0,0,2,1,0,5, 5,2,2,96,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2, 1,1,6,6,6,2, 1,6,6,2,96,2,6,6,2,2,2,1,1,5,6,6, 4,6, 3, 4, 6,4, 3,1,3
10801,10801,96,96,96,6, 7, 9, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,2,2,6,1,2, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,2,3
10802,10802,96, 1,96,2, 1,14, 3,2,1,1,1,3,4,3,1,5,0,5, 3,2,2,96,2,2,4,0,0,0,0,0,0,0,0,0,0,0,6,2,2, 4,1,6,6,6,1, 8,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 7,1,4
10803,10803,96, 3,96,3, 2,96,96,2,1,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2, 1,1,6,6,6,4, 1,6,1,6,96,2,6,6,6,6,2,1,6,6,6,6,96,6,96,96,96,3, 2,1,1
10804,10804,96, 2,96,3, 1, 7, 3,1,1,2,1,3,3,3,1,3,0,5, 3,2,2,96,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,1,2,2,3,4,6,6, 5,6, 6, 4, 3,4, 5,5,6
10805,10805,96,96,96,7, 8, 7, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 3,2,3
10806,10806,96,96,96,6, 8, 6, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,1,6,6,6,4, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,6,6
10807,10807, 3,96,96,6, 7, 7, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2,98,2,4
10808,10808,96, 4,96,5, 2,12, 5,2,1,1,1,0,2,0,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2, 4,1,6,6,6,1, 7,2,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,1,96,1,3
10809,10809,96,96,96,5, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,2,3
10810,10810, 4,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,2,2
10811,10811,96, 3,96,3, 2,96,96,2,5,6,0,1,1,1,1,4,0,5, 6,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2, 8,1,6,6,6,4, 1,6,1,6,96,2,6,6,6,6,2,1,6,6,6,6,96,6,96,96,96,3, 6,2,2
10812,10812, 2,96,96,1, 2,96,96,1,6,6,0,0,0,0,2,1,1,3, 9,2,1, 2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,3,3,2, 3,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 4,1,1
10813,10813,96,96,96,5, 7,96,96,1,2,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 7,2,2
10814,10814,96,96,96,7, 8,11, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,2,3
10815,10815,96,96,96,6, 7, 6, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,2,3
10816,10816,96,96, 3,1, 3,96,96,2,2,6,0,0,0,0,2,1,1,4, 9,1,2,96,2,2,0,0,0,0,0,0,1,0,0,1,0,0,4,4,2, 3,2,2,1,6,3, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 4,1,6
10817,10817, 2, 1,96,3, 1, 4, 2,2,2,1,2,2,2,2,1,2,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 4,1,6,2,96,1,2,2,2,3,3,3,3,3,6,6, 5,6, 5, 5, 6,3, 5,2,5
10818,10818,96, 1,96,3, 1, 8, 3,1,1,2,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,4, 1,6,6,2,96,2,6,6,1,1,2,1,1,2,6,6, 4,6, 5, 5, 5,5, 1,6,6
10819,10819, 2,96,96,4, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,1,1,1,3,5,6,6, 5,6, 5, 5, 5,3, 6,6,6
10820,10820,96,96,96,6, 8, 7, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,4
10821,10821,96,96,96,6, 8,96,96,2,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,2,2
